OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,Latitude,Longitude,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2193048,Sample-Routine,Water,Surface Water,2015-05-26,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-MDP11,MDP11,,,,,33.4620000000,-117.7034100000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527699951,,,Enterococcus,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,EPA1600,CABEACH_WQX,EPA1600,,,,,,,,,,,2016-03-24 17:41:34.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2193042,Sample-Routine,Water,Surface Water,2015-06-22,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-MDP11,MDP11,,,,,33.4620000000,-117.7034100000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527699945,,,Enterococcus,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,EPA1600,CABEACH_WQX,EPA1600,,,,,,,,,,,2016-03-24 17:41:33.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2139642,Sample-Routine,Water,Surface Water,2015-02-24,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-MDP11,MDP11,,,,,33.4620000000,-117.7034100000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527655063,,,Total Coliform,,50,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222B,CABEACH_WQX,APHA9222B,,,,,,,,,,,2016-03-24 16:13:50.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2133014,Sample-Routine,Water,Surface Water,2015-01-21,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-MDP11,MDP11,,,,,33.4620000000,-117.7034100000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527646313,,,Enterococcus,,4,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,EPA1600,CABEACH_WQX,EPA1600,,,,,,,,,,,2016-03-24 16:01:33.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2153419,Sample-Routine,Water,Surface Water,2015-03-24,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-MDP11,MDP11,,,,,33.4620000000,-117.7034100000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527668008,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222D,CABEACH_WQX,APHA9222D,,,,,,,,,,,2016-03-24 16:39:16.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2167591,Sample-Routine,Water,Surface Water,2015-07-13,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-MDP11,MDP11,,,,,33.4620000000,-117.7034100000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527682035,,,Fecal Coliform,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222D,CABEACH_WQX,APHA9222D,,,,,,,,,,,2016-03-24 17:07:32.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2167590,Sample-Routine,Water,Surface Water,2015-07-13,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-MDP11,MDP11,,,,,33.4620000000,-117.7034100000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527682034,,,Total Coliform,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222B,CABEACH_WQX,APHA9222B,,,,,,,,,,,2016-03-24 17:07:32.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2193050,Sample-Routine,Water,Surface Water,2015-06-08,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-MDP11,MDP11,,,,,33.4620000000,-117.7034100000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527699953,,,Fecal Coliform,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222D,CABEACH_WQX,APHA9222D,,,,,,,,,,,2016-03-24 17:41:34.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2133010,Sample-Routine,Water,Surface Water,2015-01-13,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-MDP11,MDP11,,,,,33.4620000000,-117.7034100000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527646476,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222D,CABEACH_WQX,APHA9222D,,,,,,,,,,,2016-03-24 16:02:08.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2133012,Sample-Routine,Water,Surface Water,2015-01-21,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-MDP11,MDP11,,,,,33.4620000000,-117.7034100000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527646478,,,Total Coliform,,50,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222B,CABEACH_WQX,APHA9222B,,,,,,,,,,,2016-03-24 16:02:09.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2133013,Sample-Routine,Water,Surface Water,2015-01-21,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-MDP11,MDP11,,,,,33.4620000000,-117.7034100000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527646479,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222D,CABEACH_WQX,APHA9222D,,,,,,,,,,,2016-03-24 16:02:09.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2139475,Sample-Routine,Water,Surface Water,2015-02-10,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-MDP11,MDP11,,,,,33.4620000000,-117.7034100000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527651799,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222D,CABEACH_WQX,APHA9222D,,,,,,,,,,,2016-03-24 16:12:51.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2138365,Sample-Routine,Water,Surface Water,2015-02-18,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-MDP11,MDP11,,,,,33.4620000000,-117.7034100000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527651131,,,Total Coliform,,50,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222B,CABEACH_WQX,APHA9222B,,,,,,,,,,,2016-03-24 16:11:38.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2213592,Sample-Routine,Water,Surface Water,2015-11-23,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-MDP11,MDP11,,,,,33.4620000000,-117.7034100000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527718022,,,Fecal Coliform,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222D,CABEACH_WQX,APHA9222D,,,,,,,,,,,2016-03-24 18:18:02.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2139644,Sample-Routine,Water,Surface Water,2015-02-24,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-MDP11,MDP11,,,,,33.4620000000,-117.7034100000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527655073,,,Enterococcus,,2,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,EPA1600,CABEACH_WQX,EPA1600,,,,,,,,,,,2016-03-24 16:13:50.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2169444,Sample-Routine,Water,Surface Water,2015-06-29,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-MDP11,MDP11,,,,,33.4620000000,-117.7034100000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527685248,,,Fecal Coliform,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222D,CABEACH_WQX,APHA9222D,,,,,,,,,,,2016-03-24 17:13:43.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2213593,Sample-Routine,Water,Surface Water,2015-11-23,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-MDP11,MDP11,,,,,33.4620000000,-117.7034100000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527718023,,,Enterococcus,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,EPA1600,CABEACH_WQX,EPA1600,,,,,,,,,,,2016-03-24 18:18:02.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2167592,Sample-Routine,Water,Surface Water,2015-07-13,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-MDP11,MDP11,,,,,33.4620000000,-117.7034100000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527682036,,,Enterococcus,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,EPA1600,CABEACH_WQX,EPA1600,,,,,,,,,,,2016-03-24 17:07:32.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2167867,Sample-Routine,Water,Surface Water,2015-07-27,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-MDP11,MDP11,,,,,33.4620000000,-117.7034100000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527683486,,,Fecal Coliform,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222D,CABEACH_WQX,APHA9222D,,,,,,,,,,,2016-03-24 17:09:58.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2205873,Sample-Routine,Water,Surface Water,2015-10-08,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-MDP11,MDP11,,,,,33.4620000000,-117.7034100000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527710953,,,Enterococcus,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,EPA1600,CABEACH_WQX,EPA1600,,,,,,,,,,,2016-03-24 18:03:47.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2213591,Sample-Routine,Water,Surface Water,2015-11-23,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-MDP11,MDP11,,,,,33.4620000000,-117.7034100000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527718021,,,Total Coliform,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222B,CABEACH_WQX,APHA9222B,,,,,,,,,,,2016-03-24 18:18:01.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2180354,Sample-Routine,Water,Surface Water,2015-08-17,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-MDP11,MDP11,,,,,33.4620000000,-117.7034100000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527691949,,,Enterococcus,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,EPA1600,CABEACH_WQX,EPA1600,,,,,,,,,,,2016-03-24 17:26:27.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2154881,Sample-Routine,Water,Surface Water,2015-04-06,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-MDP11,MDP11,,,,,33.4620000000,-117.7034100000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527669206,,,Total Coliform,,20,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222B,CABEACH_WQX,APHA9222B,,,,,,,,,,,2016-03-24 16:42:57.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2167868,Sample-Routine,Water,Surface Water,2015-07-27,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-MDP11,MDP11,,,,,33.4620000000,-117.7034100000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527683487,,,Enterococcus,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,EPA1600,CABEACH_WQX,EPA1600,,,,,,,,,,,2016-03-24 17:09:58.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2154090,Sample-Routine,Water,Surface Water,2015-03-31,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-MDP11,MDP11,,,,,33.4620000000,-117.7034100000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527669062,,,Enterococcus,,2,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,EPA1600,CABEACH_WQX,EPA1600,,,,,,,,,,,2016-03-24 16:42:35.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2180975,Sample-Routine,Water,Surface Water,2015-08-10,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-MDP11,MDP11,,,,,33.4620000000,-117.7034100000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527693121,,,Enterococcus,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,EPA1600,CABEACH_WQX,EPA1600,,,,,,,,,,,2016-03-24 17:28:02.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2133009,Sample-Routine,Water,Surface Water,2015-01-13,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-MDP11,MDP11,,,,,33.4620000000,-117.7034100000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527646475,,,Total Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222B,CABEACH_WQX,APHA9222B,,,,,,,,,,,2016-03-24 16:02:08.0,STORET
