OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,Latitude,Longitude,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2180843,Sample-Routine,Water,Surface Water,2015-08-10,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-BDP07,BDP07,,,,,33.4595000000,-117.6905000000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527693228,,,Enterococcus,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,EPA1600,CABEACH_WQX,EPA1600,,,,,,,,,,,2016-03-24 17:28:12.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2167547,Sample-Routine,Water,Surface Water,2015-07-13,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-BDP07,BDP07,,,,,33.4595000000,-117.6905000000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527682511,,,Enterococcus,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,EPA1600,CABEACH_WQX,EPA1600,,,,,,,,,,,2016-03-24 17:08:27.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2191825,Sample-Routine,Water,Surface Water,2015-06-22,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-BDP07,BDP07,,,,,33.4595000000,-117.6905000000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527699562,,,Total Coliform,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222B,CABEACH_WQX,APHA9222B,,,,,,,,,,,2016-03-24 17:40:56.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2170267,Sample-Routine,Water,Surface Water,2015-07-06,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-BDP07,BDP07,,,,,33.4595000000,-117.6905000000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527685565,,,Fecal Coliform,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222D,CABEACH_WQX,APHA9222D,,,,,,,,,,,2016-03-24 17:14:14.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2137772,Sample-Routine,Water,Surface Water,2015-02-24,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-BDP07,BDP07,,,,,33.4595000000,-117.6905000000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527650973,,,Total Coliform,,30,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222B,CABEACH_WQX,APHA9222B,,,,,,,,,,,2016-03-24 16:11:25.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2191838,Sample-Routine,Water,Surface Water,2015-05-26,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-BDP07,BDP07,,,,,33.4595000000,-117.6905000000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527699645,,,Fecal Coliform,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222D,CABEACH_WQX,APHA9222D,,,,,,,,,,,2016-03-24 17:41:05.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2167545,Sample-Routine,Water,Surface Water,2015-07-13,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-BDP07,BDP07,,,,,33.4595000000,-117.6905000000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527682509,,,Total Coliform,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222B,CABEACH_WQX,APHA9222B,,,,,,,,,,,2016-03-24 17:08:27.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2167725,Sample-Routine,Water,Surface Water,2015-07-27,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-BDP07,BDP07,,,,,33.4595000000,-117.6905000000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527682240,,,Total Coliform,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222B,CABEACH_WQX,APHA9222B,,,,,,,,,,,2016-03-24 17:07:59.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2131971,Sample-Routine,Water,Surface Water,2015-01-27,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-BDP07,BDP07,,,,,33.4595000000,-117.6905000000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527645606,,,Total Coliform,,20,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222B,CABEACH_WQX,APHA9222B,,,,,,,,,,,2016-03-24 15:59:24.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2154689,Sample-Routine,Water,Surface Water,2015-04-06,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-BDP07,BDP07,,,,,33.4595000000,-117.6905000000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527669948,,,Total Coliform,,30,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222B,CABEACH_WQX,APHA9222B,,,,,,,,,,,2016-03-24 16:44:23.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2131967,Sample-Routine,Water,Surface Water,2015-01-13,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-BDP07,BDP07,,,,,33.4595000000,-117.6905000000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527645602,,,Enterococcus,,2,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,EPA1600,CABEACH_WQX,EPA1600,,,,,,,,,,,2016-03-24 15:59:23.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2205815,Sample-Routine,Water,Surface Water,2015-10-08,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-BDP07,BDP07,,,,,33.4595000000,-117.6905000000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527710679,,,Fecal Coliform,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222D,CABEACH_WQX,APHA9222D,,,,,,,,,,,2016-03-24 18:02:28.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2191836,Sample-Routine,Water,Surface Water,2015-05-19,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-BDP07,BDP07,,,,,33.4595000000,-117.6905000000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527699573,,,Enterococcus,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,EPA1600,CABEACH_WQX,EPA1600,,,,,,,,,,,2016-03-24 17:40:58.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2131962,Sample-Routine,Water,Surface Water,2015-01-06,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-BDP07,BDP07,,,,,33.4595000000,-117.6905000000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527645597,,,Total Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222B,CABEACH_WQX,APHA9222B,,,,,,,,,,,2016-03-24 15:59:22.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2138500,Sample-Routine,Water,Surface Water,2015-03-10,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-BDP07,BDP07,,,,,33.4595000000,-117.6905000000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527651028,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222D,CABEACH_WQX,APHA9222D,,,,,,,,,,,2016-03-24 16:11:30.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2191840,Sample-Routine,Water,Surface Water,2015-06-15,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-BDP07,BDP07,,,,,33.4595000000,-117.6905000000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527699647,,,Total Coliform,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222B,CABEACH_WQX,APHA9222B,,,,,,,,,,,2016-03-24 17:41:06.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2138339,Sample-Routine,Water,Surface Water,2015-02-18,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-BDP07,BDP07,,,,,33.4595000000,-117.6905000000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527650845,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222D,CABEACH_WQX,APHA9222D,,,,,,,,,,,2016-03-24 16:11:08.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2191827,Sample-Routine,Water,Surface Water,2015-06-22,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-BDP07,BDP07,,,,,33.4595000000,-117.6905000000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527699564,,,Enterococcus,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,EPA1600,CABEACH_WQX,EPA1600,,,,,,,,,,,2016-03-24 17:40:57.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2154932,Sample-Routine,Water,Surface Water,2015-04-13,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-BDP07,BDP07,,,,,33.4595000000,-117.6905000000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527669401,,,Total Coliform,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222B,CABEACH_WQX,APHA9222B,,,,,,,,,,,2016-03-24 16:43:17.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2204447,Sample-Routine,Water,Surface Water,2015-09-21,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-BDP07,BDP07,,,,,33.4595000000,-117.6905000000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527708375,,,Fecal Coliform,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222D,CABEACH_WQX,APHA9222D,,,,,,,,,,,2016-03-24 17:57:39.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2140181,Sample-Routine,Water,Surface Water,2015-03-03,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-BDP07,BDP07,,,,,33.4595000000,-117.6905000000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527655951,,,Total Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222B,CABEACH_WQX,APHA9222B,,,,,,,,,,,2016-03-24 16:14:59.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2156049,Sample-Routine,Water,Surface Water,2015-04-27,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-BDP07,BDP07,,,,,33.4595000000,-117.6905000000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527671701,,,Total Coliform,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222B,CABEACH_WQX,APHA9222B,,,,,,,,,,,2016-03-24 16:46:27.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2179411,Sample-Routine,Water,Surface Water,2015-08-31,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-BDP07,BDP07,,,,,33.4595000000,-117.6905000000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527690744,,,Fecal Coliform,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222D,CABEACH_WQX,APHA9222D,,,,,,,,,,,2016-03-24 17:24:09.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2131966,Sample-Routine,Water,Surface Water,2015-01-13,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-BDP07,BDP07,,,,,33.4595000000,-117.6905000000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527645601,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222D,CABEACH_WQX,APHA9222D,,,,,,,,,,,2016-03-24 15:59:23.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2206035,Sample-Routine,Water,Surface Water,2015-10-13,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-BDP07,BDP07,,,,,33.4595000000,-117.6905000000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527710042,,,Enterococcus,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,EPA1600,CABEACH_WQX,EPA1600,,,,,,,,,,,2016-03-24 18:00:33.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2131969,Sample-Routine,Water,Surface Water,2015-01-21,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-BDP07,BDP07,,,,,33.4595000000,-117.6905000000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527645604,,,Fecal Coliform,,10,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,APHA9222D,CABEACH_WQX,APHA9222D,,,,,,,,,,,2016-03-24 15:59:23.0,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2191842,Sample-Routine,Water,Surface Water,2015-06-15,00:00:00,PST,,,,,,,,,,,,CA485061;EPABEACH,Dana Point Harbor;EPABEACH,,CABEACH_WQX-BDP07,BDP07,,,,,33.4595000000,-117.6905000000,Grab,CABEACH_WQX,Grab Sample,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),STORET-527699649,,,Enterococcus,,9,cfu/100ml,,Final,,Actual,,,,,,,,,,,,0.1,m,,,,,,,EPA1600,CABEACH_WQX,EPA1600,,,,,,,,,,,2016-03-24 17:41:06.0,STORET
