OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,Latitude,Longitude,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
EMAP_CS_WQX,Environmental Monitoring and Assessment Program,EMAP_CS_WQX-08-20-CA40-2,Sample-Routine,Water,,1999-08-20,,,,,,Bottom,3,m,,,,,,WCOAST,EMAP-West 1999-2006 Coastal Monitoring,,EMAP_CS_WQX-CA99-0040,Dana Point Harbor,,,,,33.4610000000,-117.7020000000,EW-AK: Nutrients,EMAP_CS_WQX,Niskin water sampler,"Discrete seawater samples were collected from surface, mid-depth, and bottom water layers with a Niskin water sampler: 1.7 l for Washington State; 2.2 l for Hawaii 2001-02; Kemmerer bottle water sampler used by EMAP-West States of California and Oregon",Kemmerer Bottle,STORET-113328570,,,Ammonia-nitrogen,Dissolved,0.02,mg/l,,Final,,Calculated,,,,,,,,,,Program: EMAP-West 1999 California Coastal Project; Analtye: Ammonium (mg N/L); MDL: 0.005 mg/l,,,,,,,,,,EW:CA Nutrients,EMAP_CS_WQX,Nutrient analyses from water samples,,,,,,,,,,,2011-10-11 09:02:55.0,STORET
EMAP_CS_WQX,Environmental Monitoring and Assessment Program,EMAP_CS_WQX-08-20-CA40-2,Sample-Routine,Water,,1999-08-20,,,,,,Bottom,3,m,,,,,,WCOAST,EMAP-West 1999-2006 Coastal Monitoring,,EMAP_CS_WQX-CA99-0040,Dana Point Harbor,,,,,33.4610000000,-117.7020000000,EW-AK: Nutrients,EMAP_CS_WQX,Niskin water sampler,"Discrete seawater samples were collected from surface, mid-depth, and bottom water layers with a Niskin water sampler: 1.7 l for Washington State; 2.2 l for Hawaii 2001-02; Kemmerer bottle water sampler used by EMAP-West States of California and Oregon",Kemmerer Bottle,STORET-113328572,,,Ammonia-nitrogen,Dissolved,0.02,mg/l,,Final,,Calculated,,,,,,,,,,Program: EMAP-West 1999 California Coastal Project; Analtye: Ammonium (mg N/L); MDL: 0.005 mg/l,,,,,,,,,,EW:CA Nutrients,EMAP_CS_WQX,Nutrient analyses from water samples,,,,,,,,,,,2011-10-11 09:02:55.0,STORET
EMAP_CS_WQX,Environmental Monitoring and Assessment Program,EMAP_CS_WQX-08-20-CA40-2,Sample-Routine,Water,,1999-08-20,,,,,,Bottom,3,m,,,,,,WCOAST,EMAP-West 1999-2006 Coastal Monitoring,,EMAP_CS_WQX-CA99-0040,Dana Point Harbor,,,,,33.4610000000,-117.7020000000,EW-AK: Nutrients,EMAP_CS_WQX,Niskin water sampler,"Discrete seawater samples were collected from surface, mid-depth, and bottom water layers with a Niskin water sampler: 1.7 l for Washington State; 2.2 l for Hawaii 2001-02; Kemmerer bottle water sampler used by EMAP-West States of California and Oregon",Kemmerer Bottle,STORET-113328584,,,Total suspended solids,Suspended,3,mg/l,,Final,,Calculated,,,,,,,,,,Program: EMAP-West 1999 California Coastal Project; Analtye: Total suspended solids (mg/l); MDL: 0.5 mg/l,,,,,,,,,,EW:CA Nutrients,EMAP_CS_WQX,Nutrient analyses from water samples,,,,,,,,,,,2011-10-11 09:02:55.0,STORET
EMAP_CS_WQX,Environmental Monitoring and Assessment Program,EMAP_CS_WQX-08-20-CA40-2,Sample-Routine,Water,,1999-08-20,,,,,,Bottom,3,m,,,,,,WCOAST,EMAP-West 1999-2006 Coastal Monitoring,,EMAP_CS_WQX-CA99-0040,Dana Point Harbor,,,,,33.4610000000,-117.7020000000,EW-AK: Nutrients,EMAP_CS_WQX,Niskin water sampler,"Discrete seawater samples were collected from surface, mid-depth, and bottom water layers with a Niskin water sampler: 1.7 l for Washington State; 2.2 l for Hawaii 2001-02; Kemmerer bottle water sampler used by EMAP-West States of California and Oregon",Kemmerer Bottle,STORET-113328585,,,Total suspended solids,Suspended,3.4,mg/l,,Final,,Calculated,,,,,,,,,,Program: EMAP-West 1999 California Coastal Project; Analtye: Total suspended solids (mg/l); MDL: 0.5 mg/l,,,,,,,,,,EW:CA Nutrients,EMAP_CS_WQX,Nutrient analyses from water samples,,,,,,,,,,,2011-10-11 09:02:55.0,STORET
EMAP_CS_WQX,Environmental Monitoring and Assessment Program,EMAP_CS_WQX-08-20-CA40-2,Sample-Routine,Water,,1999-08-20,,,,,,Bottom,3,m,,,,,,WCOAST,EMAP-West 1999-2006 Coastal Monitoring,,EMAP_CS_WQX-CA99-0040,Dana Point Harbor,,,,,33.4610000000,-117.7020000000,EW-AK: Nutrients,EMAP_CS_WQX,Niskin water sampler,"Discrete seawater samples were collected from surface, mid-depth, and bottom water layers with a Niskin water sampler: 1.7 l for Washington State; 2.2 l for Hawaii 2001-02; Kemmerer bottle water sampler used by EMAP-West States of California and Oregon",Kemmerer Bottle,STORET-113328577,,,Nitrate,Dissolved,0.12,mg/l,,Final,,Calculated,,,,,,,,,,Program: EMAP-West 1999 California Coastal Project; Analtye: Nitrate (mg N/L); MDL: 0.01 mg/l,,,,,,,,,,EW:CA Nutrients,EMAP_CS_WQX,Nutrient analyses from water samples,,,,,,,,,,,2011-10-11 09:02:55.0,STORET
EMAP_CS_WQX,Environmental Monitoring and Assessment Program,EMAP_CS_WQX-08-20-CA40-2,Sample-Routine,Water,,1999-08-20,,,,,,Bottom,3,m,,,,,,WCOAST,EMAP-West 1999-2006 Coastal Monitoring,,EMAP_CS_WQX-CA99-0040,Dana Point Harbor,,,,,33.4610000000,-117.7020000000,EW-AK: Nutrients,EMAP_CS_WQX,Niskin water sampler,"Discrete seawater samples were collected from surface, mid-depth, and bottom water layers with a Niskin water sampler: 1.7 l for Washington State; 2.2 l for Hawaii 2001-02; Kemmerer bottle water sampler used by EMAP-West States of California and Oregon",Kemmerer Bottle,STORET-113328576,,,Nitrate,Dissolved,0.11,mg/l,,Final,,Calculated,,,,,,,,,,Program: EMAP-West 1999 California Coastal Project; Analtye: Nitrate (mg N/L); MDL: 0.01 mg/l,,,,,,,,,,EW:CA Nutrients,EMAP_CS_WQX,Nutrient analyses from water samples,,,,,,,,,,,2011-10-11 09:02:55.0,STORET
EMAP_CS_WQX,Environmental Monitoring and Assessment Program,EMAP_CS_WQX-08-20-CA40-2,Sample-Routine,Water,,1999-08-20,,,,,,Bottom,3,m,,,,,,WCOAST,EMAP-West 1999-2006 Coastal Monitoring,,EMAP_CS_WQX-CA99-0040,Dana Point Harbor,,,,,33.4610000000,-117.7020000000,EW-AK: Nutrients,EMAP_CS_WQX,Niskin water sampler,"Discrete seawater samples were collected from surface, mid-depth, and bottom water layers with a Niskin water sampler: 1.7 l for Washington State; 2.2 l for Hawaii 2001-02; Kemmerer bottle water sampler used by EMAP-West States of California and Oregon",Kemmerer Bottle,STORET-113328569,,,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.15,mg/l,,Final,,Calculated,,,,,,,,,,Program: EMAP-West 1999 California Coastal Project; Analtye: Dissolved inorganic nitrogen (mg N/L),,,,,,,,,,EW:CA Nutrients,EMAP_CS_WQX,Nutrient analyses from water samples,,,,,,,,,,,2011-10-11 09:02:55.0,STORET
EMAP_CS_WQX,Environmental Monitoring and Assessment Program,EMAP_CS_WQX-08-20-CA40-2,Sample-Routine,Water,,1999-08-20,,,,,,Bottom,3,m,,,,,,WCOAST,EMAP-West 1999-2006 Coastal Monitoring,,EMAP_CS_WQX-CA99-0040,Dana Point Harbor,,,,,33.4610000000,-117.7020000000,EW-AK: Nutrients,EMAP_CS_WQX,Niskin water sampler,"Discrete seawater samples were collected from surface, mid-depth, and bottom water layers with a Niskin water sampler: 1.7 l for Washington State; 2.2 l for Hawaii 2001-02; Kemmerer bottle water sampler used by EMAP-West States of California and Oregon",Kemmerer Bottle,STORET-113328583,,,Total suspended solids,Suspended,5,mg/l,,Final,,Calculated,,,,,,,,,,Program: EMAP-West 1999 California Coastal Project; Analtye: Total suspended solids (mg/l); MDL: 0.5 mg/l,,,,,,,,,,EW:CA Nutrients,EMAP_CS_WQX,Nutrient analyses from water samples,,,,,,,,,,,2011-10-11 09:02:55.0,STORET
EMAP_CS_WQX,Environmental Monitoring and Assessment Program,EMAP_CS_WQX-08-20-CA40-2,Sample-Routine,Water,,1999-08-20,,,,,,Bottom,3,m,,,,,,WCOAST,EMAP-West 1999-2006 Coastal Monitoring,,EMAP_CS_WQX-CA99-0040,Dana Point Harbor,,,,,33.4610000000,-117.7020000000,EW-AK: Nutrients,EMAP_CS_WQX,Niskin water sampler,"Discrete seawater samples were collected from surface, mid-depth, and bottom water layers with a Niskin water sampler: 1.7 l for Washington State; 2.2 l for Hawaii 2001-02; Kemmerer bottle water sampler used by EMAP-West States of California and Oregon",Kemmerer Bottle,STORET-113328571,,,Ammonia-nitrogen,Dissolved,0.02,mg/l,,Final,,Calculated,,,,,,,,,,Program: EMAP-West 1999 California Coastal Project; Analtye: Ammonium (mg N/L); MDL: 0.005 mg/l,,,,,,,,,,EW:CA Nutrients,EMAP_CS_WQX,Nutrient analyses from water samples,,,,,,,,,,,2011-10-11 09:02:55.0,STORET
EMAP_CS_WQX,Environmental Monitoring and Assessment Program,EMAP_CS_WQX-08-20-CA40-2,Sample-Routine,Water,,1999-08-20,,,,,,Bottom,3,m,,,,,,WCOAST,EMAP-West 1999-2006 Coastal Monitoring,,EMAP_CS_WQX-CA99-0040,Dana Point Harbor,,,,,33.4610000000,-117.7020000000,EW-AK: Nutrients,EMAP_CS_WQX,Niskin water sampler,"Discrete seawater samples were collected from surface, mid-depth, and bottom water layers with a Niskin water sampler: 1.7 l for Washington State; 2.2 l for Hawaii 2001-02; Kemmerer bottle water sampler used by EMAP-West States of California and Oregon",Kemmerer Bottle,STORET-113328580,,,Phosphorus,Dissolved,0.07,mg/l,,Final,,Calculated,,,,,,,,,,Program: EMAP-West 1999 California Coastal Project; Analtye: Dissolved inorganic phosphorus (mg P/L); MDL: 0.01 mg/l,,,,,,,,,,EW:CA Nutrients,EMAP_CS_WQX,Nutrient analyses from water samples,,,,,,,,,,,2011-10-11 09:02:55.0,STORET
